# Experiment 09, the API-bracket arms per Apple's prologue/epilogue, 2026-09-05, gem5 NeoverseV2 FDP (--eves --dmp --comp-simp), base = unhardened library, same drivers as gem5_api_bracket.csv.
# api = Apple's sequence (mrs DIT token; msr DIT,#1; isb sy in place of sb, which gem5 lacks; call; msr DIT,#0 only if the token was 0); apidsb = the same with Apple's no-SB fallback barrier (dsb nsh; isb sy);
# apiisb = msr DIT,#1; isb sy; call; msr DIT,#0 (no token read: separates the barrier from gem5's mrs DIT drain); apiisbnop = apiisb with HINT #0 at the isb's address (the layout control); apibare = the pre-2026-09-05 bracket (two writes, no barrier).
# The isb's own cost is apiisb minus apiisbnop. Rows for base/blanket/taint/taintnop are the intra-block + external-preserves run (gem5_intra_block_ext.csv).
bench,arm,cfg,roi_n,cycles_per_op,insts_per_op,dit_writes,dit_set,dit_clear,dit_read,dit_suppressed,dit_cycles,dit_exit,wall_s
aesni256gcm_encrypt,base,serdit,50,1217.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.5
aesni256gcm_encrypt,base,spec,50,1217.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.8
aesni256gcm_encrypt,blanket,serdit,50,1222.0,1229.0,0.0,0.0,0.0,0.0,0.0,61100.0,,29.7
aesni256gcm_encrypt,blanket,spec,50,1222.0,1229.0,0.0,0.0,0.0,0.0,0.0,61100.0,,27.6
aesni256gcm_encrypt,taint,serdit,50,1258.4,1235.0,100.0,50.0,50.0,0.0,0.0,60969.0,,30.9
aesni256gcm_encrypt,taint,spec,50,1142.0,1235.0,100.0,50.0,50.0,0.0,0.0,56200.0,,34.2
aesni256gcm_encrypt,taintnop,serdit,50,1140.0,1235.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.3
aesni256gcm_encrypt,taintnop,spec,50,1140.0,1235.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.6
chacha20_poly1305_decrypt,api,serdit,50,2389.0,5067.0,100.0,50.0,50.0,0.0,13000.0,117900.0,,29.9
chacha20_poly1305_decrypt,api,spec,50,2324.1,5067.0,100.0,50.0,50.0,0.0,12900.0,115654.0,,28.2
chacha20_poly1305_decrypt,base,serdit,50,2289.8,5057.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.6
chacha20_poly1305_decrypt,base,spec,50,2289.8,5057.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.7
chacha20_poly1305_decrypt,blanket,serdit,50,2305.9,5057.0,0.0,0.0,0.0,0.0,13150.0,115297.0,,28.9
chacha20_poly1305_decrypt,blanket,spec,50,2305.9,5057.0,0.0,0.0,0.0,0.0,13150.0,115297.0,,29.0
chacha20_poly1305_decrypt,taint,serdit,50,3160.7,5154.0,1600.0,1050.0,550.0,0.0,12900.0,147386.0,,30.1
chacha20_poly1305_decrypt,taint,spec,50,2442.6,5154.0,1600.0,1050.0,550.0,0.0,12797.0,121210.0,,32.7
chacha20_poly1305_decrypt,taintnop,serdit,50,2429.5,5154.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.9
chacha20_poly1305_decrypt,taintnop,spec,50,2429.5,5154.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.5
chacha20_poly1305_encrypt,api,serdit,50,2257.5,4820.0,100.0,50.0,50.0,0.0,12836.0,111325.0,,28.0
chacha20_poly1305_encrypt,api,spec,50,2255.6,4820.0,100.0,50.0,50.0,0.0,13370.0,112232.0,,33.4
chacha20_poly1305_encrypt,base,serdit,50,2185.9,4810.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.3
chacha20_poly1305_encrypt,base,spec,50,2185.9,4810.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.1
chacha20_poly1305_encrypt,blanket,serdit,50,2215.9,4810.0,0.0,0.0,0.0,0.0,13001.0,110796.0,,32.3
chacha20_poly1305_encrypt,blanket,spec,50,2214.6,4810.0,0.0,0.0,0.0,0.0,13032.0,110729.0,,30.2
chacha20_poly1305_encrypt,taint,serdit,50,3045.1,4903.0,1600.0,1050.0,550.0,0.0,12900.0,141502.0,,30.3
chacha20_poly1305_encrypt,taint,spec,50,2270.7,4903.0,1600.0,1050.0,550.0,0.0,12958.0,112487.0,,33.2
chacha20_poly1305_encrypt,taintnop,serdit,50,2289.0,4903.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.2
chacha20_poly1305_encrypt,taintnop,spec,50,2289.0,4903.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.2
ed25519,api,serdit,20,79687.5,171759.0,40.0,20.0,20.0,0.0,1287777.0,1593110.0,,291.1
ed25519,api,spec,20,79362.6,171759.0,40.0,20.0,20.0,0.0,1284072.0,1587071.0,,194.9
ed25519,base,serdit,20,78789.9,171769.0,0.0,0.0,0.0,0.0,0.0,0.0,,279.4
ed25519,base,spec,20,78789.9,171769.0,0.0,0.0,0.0,0.0,0.0,0.0,,176.2
ed25519,blanket,serdit,20,78962.7,171769.0,0.0,0.0,0.0,0.0,1287849.0,1579254.0,,157.2
